,Nameabv,Name_long,Date,Title,Sen_len,Dialogue,Compound,neg,neu,pos,Textblob_Polarity,Textblob_Subjectivity,difference
15371,LBJ,Lyndon B. Johnson,19-Dec-67,A Conversation with President Lyndon Johnson,399,"We have tripled our education program in 3 years, and the poor have been the primary beneficiaries.",-0.0772,0.156,0.704,0.141,0.0,0.55,-0.0772
5532,GWB,George W. Bush,19-Mar-08,Remarks on the War on Terror,176,The challenge in this period ahead is to consolidate the gains we have made and seal the extremists' defeat.,-0.0772,0.132,0.705,0.163,0.0,0.0,-0.0772
4300,BKO,Barack Obama,22-Mar-16,Remarks to the People of Cuba,260,"But today, Americans and Cubans are sitting together at the negotiating table, and we are helping the Colombian people resolve a civil war thatÕs dragged on for decades.",-0.0772,0.155,0.699,0.146,0.0,0.0,-0.0772
6129,GWB,George W. Bush,23-Jan-07,State of the Union Address,285,It would give people across America who do not wear the uniform a chance to serve in the defining struggle of our time.,-0.0772,0.095,0.823,0.082,0.0,0.0,-0.0772
13171,RMN,Richard M. Nixon,25-Feb-74,The President's News Conference,201,"QUESTIONS
The President: Miss Thomas, I think you are number one tonight.",-0.0772,0.134,0.756,0.109,0.0,0.0,-0.0772
11584,JCa,Jimmy Carter,22-Oct-76,Debate with President Gerald Ford,308,"And I am guilty of that just like, I think, most others in the political arena.",-0.0772,0.162,0.694,0.145,0.0,0.5333333333333333,-0.0772
3419,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,"Now, I say all these things not to make you complacent.",-0.0772,0.126,0.874,0.0,0.0,0.0,-0.0772
16484,JFK,John F. Kennedy,14-Jan-63,State of the Union Address,219,"We steer our ship with hope, as Thomas Jefferson said, ""leaving Fear astern.""",-0.0772,0.187,0.643,0.17,0.0,0.0,-0.0772
9201,RRe,Ronald Reagan,07-Oct-84,Debate with Walter Mondale (Domestic Issues),349,"And I miss going to church, but I think the Lord understands.",-0.0772,0.126,0.874,0.0,0.0,0.0,-0.0772
1001,JBi,Joe Biden,06-Jan-22,Remarks on the Anniversary of the January 6th Assault on the US Capitol,181,And I will allow no one to place a dagger at the throat of our democracy.,-0.0772,0.137,0.745,0.118,0.0,0.0,-0.0772
3818,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,I also know Speaker Ryan has talked about his interest in tackling poverty.,-0.0772,0.202,0.613,0.184,0.0,0.0,-0.0772
1047,JBi,Joe Biden,15-Nov-21,Signing the Infrastructure Investment and Jobs Act,225,"No, IÕm joking.",-0.0772,0.431,0.196,0.373,0.0,0.0,-0.0772
4834,BKO,Barack Obama,04-Dec-13,Speech on Economic Mobility,281,"So let me repeat:  The combined trends of increased inequality and decreasing mobility pose a fundamental threat to the American Dream, our way of life, and what we stand for around the globe.",-0.0772,0.093,0.795,0.112,0.0,0.0,-0.0772
10826,JCa,Jimmy Carter,24-Oct-78, Anti-Inflation Program Speech,192,Tax reduction has never been more politically popular than it is today.,0.4728,0.0,0.781,0.219,0.55,0.7,-0.07720000000000005
9156,RRe,Ronald Reagan,07-Oct-84,Debate with Walter Mondale (Domestic Issues),349,"And when the President was asked the other day, ""What do you want to cut in the budget?""",-0.2023,0.108,0.825,0.067,-0.125,0.375,-0.07730000000000001
16901,JFK,John F. Kennedy,07-Dec-61,Address in Miami at the Opening of the AFL-CIO Convention,155,We do not want to leave the people of some countries a choice between placing their destiny in the hands of a few who hold in their hands most of the property and on the other side the Communist movement.,-0.0191,0.032,0.938,0.03,0.05833333333333333,0.325,-0.07743333333333333
10502,JCa,Jimmy Carter,28-Oct-80,Debate with Ronald Reagan,309,"In all those elements, Governor Reagan has repeatedly spoken out against them, which, to me, shows a very great insensitivity to giving deprived families a better chance in life.",0.672,0.159,0.54,0.301,0.75,0.7375,-0.07799999999999996
8547,RRe,Ronald Reagan,25-Jan-88,State of the Union Address,224,"Well, too often it has only made poverty harder to escape.",-0.128,0.219,0.53,0.252,-0.05,0.5,-0.078
15605,LBJ,Lyndon B. Johnson,17-Nov-67, Press Conference,332,We are happy that 9 million more people have good-paying jobs today than had them when I came into this office.,0.5719,0.0,0.829,0.171,0.65,0.75,-0.07810000000000006
8543,RRe,Ronald Reagan,25-Jan-88,State of the Union Address,224,"But the most important thing we can do is to reaffirm that control of our schools belongs to the States, local communities and, most of all, to the parents and teachers.",0.2716,0.0,0.935,0.065,0.35,0.5,-0.07839999999999997
4213,BKO,Barack Obama,22-Mar-16,Remarks to the People of Cuba,260,"If you canÕt access information online, if you cannot be exposed to different points of view, you will not reach your full potential.",0.0382,0.046,0.901,0.052,0.11666666666666665,0.7166666666666667,-0.07846666666666666
5335,GWB,George W. Bush,12-Jan-09,Final Press Conference,401,But I'm more concerned about the country and our -- how people view the United States.,0.4215,0.0,0.843,0.157,0.5,0.5,-0.07850000000000001
12211,GFo,Gerald Ford,19-Jan-76,State of the Union Address,274,"We have an improving relationship with China, the world's most populous nation.",0.4215,0.0,0.797,0.203,0.5,0.5,-0.07850000000000001
4899,BKO,Barack Obama,04-Dec-13,Speech on Economic Mobility,281,And many of the ideas that can make the biggest difference in expanding opportunity IÕve presented before.,0.4215,0.0,0.851,0.149,0.5,0.5,-0.07850000000000001
10969,JCa,Jimmy Carter,19-Jan-78, State of the Union Address,251,"This unity ties together, and it towers over all our efforts here in Washington, and it serves as an inspiring beacon for all of us who are elected to serve.",0.4215,0.0,0.912,0.088,0.5,1.0,-0.07850000000000001
14274,RMN,Richard M. Nixon,23-Sep-52,"""Checkers"" Speech",246,But I want to say some things before I conclude that I think most of you will agree on.,0.4215,0.0,0.787,0.213,0.5,0.5,-0.07850000000000001
6575,BCl,Bill Clinton,27-Jan-00,State of the Union Address,318,"[Applause]

We must strengthen our gun laws and enforce those already on the books better.",0.4215,0.122,0.612,0.265,0.5,0.5,-0.07850000000000001
7845,RRe,Ronald Reagan,16-Dec-88,Speech on Foreign Policy,236,"All of this is heady, inspiring.",0.4215,0.0,0.641,0.359,0.5,1.0,-0.07850000000000001
650,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,"Many families pay up to $14,000 a year for child care per child.",0.4215,0.096,0.685,0.219,0.5,0.5,-0.07850000000000001
4610,BKO,Barack Obama,20-Jan-15,2015 State of the Union Address,384,And letÕs close the loopholes that lead to inequality by allowing the top one percent to avoid paying taxes on their accumulated wealth.,0.4215,0.081,0.735,0.184,0.5,0.5,-0.07850000000000001
16934,JFK,John F. Kennedy,07-Dec-61,Address in Miami at the Opening of the AFL-CIO Convention,155,"And I've seen it in my own State of Massachusetts where textile workers were unemployed, unable to find work even with new electronic plants going up all around them.",0.0,0.0,1.0,0.0,0.07878787878787878,0.6515151515151515,-0.07878787878787878
6740,BCl,Bill Clinton,19-Jan-99,State of the Union Address,303,"Last fall, you passed our proposal to start hiring 100,000 new teachers to reduce class size in the early grades.",0.0,0.0,1.0,0.0,0.07878787878787878,0.2737373737373738,-0.07878787878787878
3079,DTr,Donald Trump,23-Apr-20,Task Force Briefing on the Coronavirus Pandemic,326,"And in that spirit, the President and I will continue to urge states across the country: Given the unique burden on hospitals, we are now encouraging states to restart elective surgeries, wherever possibleÑeither statewide or on a county-by-county basis.",0.296,0.069,0.81,0.121,0.375,1.0,-0.07900000000000001
17112,JFK,John F. Kennedy,06-Dec-61,Address to the National Association of Manufacturers,182,"We are committed to the free flow of capital, but we also want to make sure that our tax laws do not encourage the outward movement of capital in a way which does not serve our national purpose.",0.3709,0.081,0.733,0.186,0.45,0.8444444444444444,-0.0791
7046,BCl,Bill Clinton,25-Mar-98,Remarks to the People of Rwanda,96,"I know that in the face of all you have endured, optimism cannot come easily to any of you.",0.3536,0.095,0.743,0.163,0.43333333333333335,0.8333333333333334,-0.07973333333333332
14934,LBJ,Lyndon B. Johnson,17-Jan-68,State of the Union Address,285,"--Hospital and medical costs are high, and they are rising.",0.0,0.0,1.0,0.0,0.08,0.26999999999999996,-0.08
8560,RRe,Ronald Reagan,25-Jan-88,State of the Union Address,224,"Recently, we released our annual survey of what graduating high school seniors have to say about drugs.",0.0,0.0,1.0,0.0,0.08,0.39499999999999996,-0.08
15764,LBJ,Lyndon B. Johnson,17-Nov-67, Press Conference,332,What I am trying to do is to preserve my right to give the other side.,0.0,0.0,1.0,0.0,0.08035714285714285,0.45535714285714285,-0.08035714285714285
6930,BCl,Bill Clinton,19-Jan-99,State of the Union Address,303,"If we don't do the right thing, other nations won't either.",0.0,0.0,1.0,0.0,0.08035714285714285,0.45535714285714285,-0.08035714285714285
13167,RMN,Richard M. Nixon,25-Feb-74,The President's News Conference,201,"And that is why I again urge the Congress to act responsibly on the measures that we have presented to the Congress to deal with the problem of price and profits through the windfall profits measure that we have submitted and to deal with the problem of gas shortage overall by getting more supplies, and that means the deregulation of natural gas so that it is competitive as far as price is concerned; the amendment of some of our environmental actions so that we can use more coal and thereby take some of the pressure off of the demands for gasoline and other fuels; the deepwater ports; and the other measures that I have mentioned on many occasions to the Nation and also before members of the press.",0.1027,0.07,0.858,0.073,0.18333333333333332,0.4666666666666667,-0.08063333333333332
14582,LBJ,Lyndon B. Johnson,14-Jan-69,State of the Union Address,285,We have finished a major part of the old agenda.,0.0,0.0,1.0,0.0,0.08125,0.35,-0.08125
14383,LBJ,Lyndon B. Johnson,14-Jan-69,State of the Union Address,285,We have finished a major part of the old agenda.,0.0,0.0,1.0,0.0,0.08125,0.35,-0.08125
606,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,"But with all the bright spots in our economy, record job growth and higher wages, too many families are struggling to keep up with the bills.",0.4019,0.089,0.735,0.176,0.4833333333333334,0.6,-0.08143333333333341
12021,GFo,Gerald Ford,19-Jan-76,State of the Union Address,274,We wanted to accomplish great things and solve age-old problems.,0.7184,0.155,0.345,0.5,0.8,0.75,-0.0816
12574,GFo,Gerald Ford,08-Oct-74,"""Whip Inflation Now"" Speech",215,The primary solution has to be at home.,0.3182,0.0,0.753,0.247,0.4,0.5,-0.08180000000000004
17153,JFK,John F. Kennedy,06-Dec-61,Address to the National Association of Manufacturers,182,"But your own responsibility is great--and there are three things in particular that you can do: be competitive, through lower costs and prices and better products and productivity.",0.34,0.069,0.786,0.145,0.4222222222222222,0.611111111111111,-0.0822222222222222
3348,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,"Which makes sense, because measured against the whole of human history, America remains a very young nation -- younger, even, than this university.",0.0,0.0,1.0,0.0,0.0825,0.255,-0.0825
2995,DTr,Donald Trump,23-Apr-20,Task Force Briefing on the Coronavirus Pandemic,326,So thatÕs like ordering 20 times more masks.,0.4173,0.0,0.716,0.284,0.5,0.5,-0.0827
5187,GWB,George W. Bush,12-Jan-09,Final Press Conference,401,"And we've taken extraordinary measures to deal with the frozen credit markets, which have affected the economy.",0.25,0.083,0.781,0.135,0.3333333333333333,1.0,-0.08333333333333331
11882,GFo,Gerald Ford,12-Jan-77, State of the Union Address,215,"Our most pressing need today and the future is more jobsÑproductive, permanent jobs created by a thriving economy.",0.25,0.0,0.889,0.111,0.3333333333333333,0.375,-0.08333333333333331
14997,LBJ,Lyndon B. Johnson,17-Jan-68,State of the Union Address,285,They recognize that law enforcement is first the duty of local police and local government.,0.0,0.0,1.0,0.0,0.08333333333333333,0.1111111111111111,-0.08333333333333333
1164,JBi,Joe Biden,15-Nov-21,Signing the Infrastructure Investment and Jobs Act,225,"For example, because of this law, next year will be the first year in 20 years American infrastructure investment will grow faster than ChinaÕs.",0.0,0.0,1.0,0.0,0.08333333333333333,0.1111111111111111,-0.08333333333333333
12451,GFo,Gerald Ford,10-Apr-75,Address on U.S. Foreign Policy,255,"For the first time in 30 years, a process of negotiation on the basic political issues was begun and is continuing.",0.0,0.0,1.0,0.0,0.08333333333333333,0.18611111111111112,-0.08333333333333333
11684,JCa,Jimmy Carter,22-Oct-76,Debate with President Gerald Ford,308,I think the first one was related to the unwarranted influence of American Jews on the media and in the Congress.,0.0,0.0,1.0,0.0,0.08333333333333333,0.24444444444444446,-0.08333333333333333
6136,GWB,George W. Bush,23-Jan-07,State of the Union Address,285,"In Afghanistan, NATO has taken the lead in turning back the Taliban and Al Qaeda offensiveÑthe first time the Alliance has deployed forces outside the North Atlantic area.",0.0,0.0,1.0,0.0,0.08333333333333333,0.12777777777777777,-0.08333333333333333
10420,JCa,Jimmy Carter,28-Oct-80,Debate with Ronald Reagan,309,"Let the local entity, the city, declare this particular area, based on the standards of the percentage of people on welfare, unemployed, and so forth, in that area.",0.0,0.0,1.0,0.0,0.08333333333333333,0.16666666666666666,-0.08333333333333333
9269,RRe,Ronald Reagan,07-Oct-84,Debate with Walter Mondale (Domestic Issues),349,And it would involve a religious test for the first time in American life.,0.0,0.0,1.0,0.0,0.08333333333333333,0.19444444444444442,-0.08333333333333333
4566,BKO,Barack Obama,20-Jan-15,2015 State of the Union Address,384,"Twenty-first century businesses, including small businesses, need to sell more American products overseas.",0.0,0.0,1.0,0.0,0.08333333333333333,0.3,-0.08333333333333333
13486,RMN,Richard M. Nixon,20-Jan-72,State of the Union Address,172,"Now, in addition, there is one pressing need which I have not previously covered, but which must be placed on the national agenda.",0.0,0.0,1.0,0.0,0.08333333333333333,0.16666666666666666,-0.08333333333333333
